num_individuals,fixed_mise,jump_mise,fixed_execution_seconds,jump_execution_seconds
12400,2.791022628194788,0.1117391125362763,1.4207911670018802,0.34602141700452194
12500,3.790276464071153,0.0659544019187319,1.2719000420038356,0.29559066699584946
12600,4.577656806881234,0.12378334018048966,1.2971870000037597,0.3114495830013766
12700,3.362484901011644,0.07503554362033459,1.3382469170028344,0.31363737500214484
12800,4.112595629273944,0.07037461269557815,1.2710026670029038,0.30924312499701045
12900,4.402427019175293,0.09559066954825206,1.3385392080017482,0.3192883340016124
13000,3.500043917794269,0.10225859980917147,1.3529561659961473,0.2963016250068904
13100,4.214562311178178,0.06994578813124053,1.2779507500017644,0.3191733329949784
13200,3.1715916784641998,0.0908597536965827,1.3631415420022677,0.30888695899921004
13300,3.5444415181997493,0.0756199502144212,1.2756465000056778,0.32452095800545067
13400,3.3335457964564865,0.06761043559919018,1.3634962500000256,0.3136596250042203
13500,3.9150327092548904,0.13114191268679207,1.4120545420009876,0.3254343750013504
13600,3.9677436714039787,0.07805708594728752,1.386501250002766,0.3133342500004801
13700,1.495823930617471,0.0710694512364775,1.3901288749984815,0.317409499999485
13800,3.3203600258510866,0.06444217609592987,1.4139614580053603,0.31844695800100453
13900,3.9898598351296655,0.08096789906049795,1.4040860830064048,0.32567804100108333
14000,3.1411182500385584,0.07136954181217875,1.3954173750025802,0.32002729200030444
14100,2.7797559144035815,0.08361183565288274,1.4425464579981053,0.3061781249998603
14200,2.8247213194296616,0.07051267168298268,1.4931997090025106,0.31204795799567364
14300,3.0868669918169127,0.05687469973031959,1.3620654580008704,0.34547787500196137
14400,5.414422857122882,0.07985726000077442,1.6081933329987805,0.37355804099934176
14500,4.252709592744091,0.07619216869340524,1.6076377920035156,0.34576591700169956
14600,1.9691304747428284,0.0619986092652887,1.4559297079977114,0.34009974999935366
14700,3.6907115547252594,0.10016312071976365,1.5475286670043715,0.3338542920027976
14800,2.591320133039976,0.0669316177567401,1.4446454170029028,0.3273439169934136
14900,2.1637911805788486,0.06427293608915707,1.6436395830023685,0.35896129199682036
15000,2.496042240901783,0.06464693593414385,1.6251054169988493,0.33038979199773166
15100,0.9243737774423041,0.07973262647254652,1.3288726250029868,0.3465731250034878
15200,3.22260844520588,0.08215712310647649,1.4444070829995326,0.3348186250004801
15300,1.6076191109166984,0.07220523024829613,1.486009540996747,0.37728462499944726
15400,3.3269452870481815,0.07334868124237318,1.7908377080020728,0.35090466599649517
15500,3.0628860379650487,0.06812914633589266,1.650909458003298,0.3466783750045579
15600,3.8586553693265344,0.08201467796786358,1.2113554999959888,0.3499747079986264
15700,1.4032504288584227,0.0760929346170493,1.5301251249984489,0.3476113750002696
15800,3.865098754460938,0.08694510843714147,1.6161961250036256,0.3467137920015375
15900,3.4780874415317213,0.10016004463091056,1.6753530420028255,0.3494287919966155
16000,7.364720631979718,0.07710488629791458,1.832316083004116,0.35426070900575723
16100,3.769858728915646,0.07699159198616445,1.7928202080001938,0.348651250002149
16200,1.2100621028593561,0.07905585465740472,1.4928231669982779,0.36154375000478467
16300,2.8706972332772196,0.06402109153025776,1.6390051660055178,0.369255792000331
16400,2.702118996885715,0.0605959924511817,1.9328054169964162,0.3759106659999816
16500,3.5215798005679857,0.09311008813782093,1.7424558749989956,0.3612886670016451
